,FACILITY_ID,FACILITY_NAME,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,STREET_UNIT,PHONE,EXT,SECOND_PHONE,SECOND_EXT,ADDRESS_KEY,ADDRESS_ID,DAYS_OF_OPERATION,HMCD_CATEGORY,HOURS_OF_OPERATION,CROSS_REF,FACILITY_OWNER_ID,PROPERTY_OWNER_ID,EMPLOYEES,BUS_NAME,IS_LAND_TRUST,SITE_ADDRESS,ADDRESS2,CROSS_STREET,CITY,STATE,ZIP,CENSUS,DISTRICT,LOCATION,CITY_CODE,MADDRESS1,MADDRESS2,MCAREOF,MCITY,MSTATE,MZIP,UPDATE_ACCT_REC,ACCTREC_ADDR,APN,SIC_CODE,AID,KEY1,KEY2,COMMENT1,DATE1,COMMENT2,CODE_1,BUS_CODE,CODE_2,BUS_TYPE,CODE_3,NOB,HMIRRP_DATE,WATER,PROCESS_EMITTENTS,STACK,GAS_EMISSIONS,PROGRAM,HAZMAT,PERMIT,EMISSION_FACTORS,CDS,SOURCE_TEST_DATA,CROP,WATER_WELL_PERMIT,COMPLAIN,SERVICE_REQUEST,ONSITE,SEPTIC,JURISDICTION,DATE_CERTIFIED,OWNER_SWITCH_DATE,SIGNATURE_OF_OWNER,ENTERED_DATE,ENTERED_BY,UPDATE_DATE,UPDATE_BY,MCOUNTRY_CODE,UDF_LATITUDE_OLD,UDF_LONGITUDE_OLD,LAST_TOUCHED,owner_id,code,city_name,status,ADDITION,BLOCK,LOT,SPLIT,FAX,EMAIL,NOTIFICATION_STATUS,PERMIT_STATUS_FACILITY,PERMIT_STATUS_INTERIM,PERMIT_STATUS_STANDARD,PERMIT_STATUS_VARIANCE,PERMIT_STATUS_CONSENT,CERT_NAME,CERT_TITLE,CERT_DATE,HYPHEN_FRACTION,POST_DIRECTIONAL,STREET_UNIT_TYPE,TEMP_FACILITY_ID,BFS_LAST_TOUCHED,IS_SHORT_REVIEW_PERIOD,REQUEST_REASON,IS_ALL_ONE_UNIT,IS_ALL_PLOT_PLAN,IS_PBRCA_CLOSURE_FINANCIAL,IS_PBRCA_SELF_CERTIFIED,IS_PBRCA_OTHER,IS_PBRCA_PRIOR_HISTORY,IS_PBR_TANK,IS_PBR_NOTIFY_AGENCY,IS_PBR_NOTIFY_OWNER,CONTRIBUTOR,CROSS_REF2,GIS_LATITUDE,GIS_LONGITUDE,GIS_ELEVATION,IS_NON_SMOKING,CONSOLIDATE_NRT,FAX_EXT,NAICS_CODE,SWIS_NUMBER,COUNTRY_CODE,OID,CERS_ID,CUPA_FACILITY_ID,IS_TEAM_CANDIDATE,SITE_ADDRESS_SUPPLEMENTAL,HORIZONTAL_ACCURACY_MEASURE,HORIZONTAL_COLLECTION_METHOD,GEOGRAPHIC_REFERENCE_POINT,HORIZONTAL_REFERENCE_DATUM,ORGANIZATION_CODE,ORGANIZATION_NAME,DATA_COLLECTION_DATE,FACILITY_STATUS,UDF_RESULTCODE,UDF_MATCHCODE,UDF_LOCATIONCO,GEOCODESTATE,UDF_WELL_PWSID
182,FA0000187,Do not use Duplicate - Stem Launch B and A School Program,9450.0,,Pecos,St,,7209727054.0,,,,   9450PecosStThornton,9646,,,,,OW0000211,,,,N,9450 Pecos St ,,,Thornton,CO,80260,53,1.0,,,9450 Pecos St,,,Thornton,CO,80260,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209726915.0,lau003854@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.92939,-104.921745,,,,,,,,3A1713E4-9F2F-4D0D-94B1-EE6D795B78C4,,,N,,,,,,,,,Active,,,,,
183,FA0000188,Stem Magnet School,11700.0,,Irma,Dr,,3034520967.0,,,,  11700IrmaDrNorthglenn,6603,,,,,OW0000211,,,,N,11700 Irma Dr ,11700 Irma Drive,,Northglenn,CO,80233,55,1.0,,,11700 Irma Drive,,,Northglenn,CO,80233,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,tel007382@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.908333,-104.968765,,,,,,,,E9DE3CFB-B6F6-4869-9A75-7D2090BF6911,,,N,,,,,,,,,Active,,,,,
184,FA0000189,Do not use - Duplicate Studio Base The,10604.0,,Grant,Dr,,7209723640.0,,,,  10604GrantDrNorthglenn,9633,,,,,OW0000211,,,,N,10604 Grant Dr ,10604 Grant Drive,,Northglenn,CO,80233,52,1.0,,,10604 Grant Drive,,,Northglenn,CO,80233,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209723719.0,xhristine.hughes@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.889675,-104.993301,,,,,,,,50EFA04D-2C19-4B68-8FFF-B0B5E32D1FBC,,,N,,,,,,,,,Active,,,,,
185,FA0000190,Studio School The,10604.0,,Grant,Dr,,,,,,  10604GrantDrNorthglenn,9633,,,,,OW0000211,,,,N,10604 Grant Dr ,10604 Grant Drive,,Northglenn,CO,80233,52,1.0,,,10604 Grant Drive,,,Northglenn,CO,80233,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,kac003930@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.889854,-104.993301,,,,,,,,9D497022-FF15-4C05-B8B3-9AEB506C00F6,,,N,,,,,,,,,Active,,,,,
186,FA0000191,Stukey Elementary,11080.0,,Grant,Dr,,7209725420.0,,,,  11080GrantDrNorthglenn,9645,,,,,OW0000211,,,,N,11080 Grant Dr ,11080 Grant Drive,,Northglenn,CO,80233,53,1.0,,,11080 Grant Drive,,,Northglenn,CO,80233,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,bai011051@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.890224,-104.977829,,,,,,,,7295FBC5-24DD-4DE6-858E-A3492C9CCF64,,,N,,,,,,,,,Active,,,,,
187,FA0000192,Do not use - Duplicate Tarver Elementary Base Program,3500.0,,Summit Grove,Pkwy,,7209725651.0,,,,   3500Summit GrovePkwyThornton,9641,,,3-5 PM,,OW0000211,,,,N,3500 Summit Grove Pkwy ,3500 Summit Grove Parkway,,Thornton,CO,80241,54,1.0,,,3500 Summit Grove Parkway,,,Thornton,CO,80241,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725659.0,kara.dawdy@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.972069,-104.828415,,,,,,,,FB4272C6-7B2E-49D7-9ABC-F6BE7E9A9250,,,N,,,,,,,,,Active,,,,,
188,FA0000193,Do not use - Duplicate Tarver Elementary Preschool,3500.0,,Summit Grove,Pkwy,,7209725653.0,,,,   3500Summit GrovePkwyThornton,9641,,,2017-09-03 00:00:00,,OW0000211,,,,N,3500 Summit Grove Pkwy ,3500 Summit Grove Parkway,,Thornton,CO,80241,54,1.0,,,3500 Summit Grove Parkway,,,Thornton,CO,80241,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725659.0,tru003902@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.972111,-104.815742,,,,,,,,3DC8E596-9026-40B8-A589-343BB012EFFE,,,N,,,,,,,,,Active,,,,,
189,FA0000194,Thornton Elementary,991.0,,Eppinger,Blvd,,,,,,    991EppingerBlvdThornton,9644,,,,,OW0000211,,,,N,991 Eppinger Blvd ,,,Thornton,CO,80229,55,1.0,,,991 Eppinger Blvd,,,Thornton,CO,80229,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mil004413@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.884369,-104.806427,,,,,,,,AB7D3089-B5FB-483C-92F2-2DDF461A7891,,,N,,,,,,,,,Active,,,,,
190,FA0000195,Do not use - Duplicate Thornton Elementary/ BASE Program,991.0,,Eppinger,Blvd,,7209725676.0,,,,    991EppingerBlvdThornton,9644,,,,,OW0000211,,,,N,991 Eppinger Blvd ,,,Thornton,CO,80229,55,1.0,,,991 Eppinger Blvd,,,Thornton,CO,80229,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725679.0,mil004413@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88459,-104.771683,,,,,,,,6D007095-E2CE-4673-8DEF-E6EB9C9EC5B2,,,N,,,,,,,,,Active,,,,,
191,FA0000196,Thornton Middle School,9451.0,,Hoffman,,,,,,,   9451HoffmanThornton,4617,,,,,OW0000211,,,,N,9451 Hoffman ,,,Thornton,,,63,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.946255000000065,14.948994237000022,,,,,,,,9C0846F1-0D08-4BE4-8925-868701360F0B,,,N,,,,,,,,,Inactive,,,,,
192,FA0000197,Veterans Memorial Aquatic Center,5310.0,E,136th,Ave,,7209722553.0,,,,   5310E136thAveThornton,10930,,,,,OW0000211,,,,N,5310 E 136th Ave ,5310 E 136th Avenue,,Thornton,CO,80206,50,1.0,,,5310 E 136th Avenue,,,Thornton,CO,80206,,,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,4.0,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,pet003678@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.829166,-104.987358,,,,,,,,F6368FB2-6669-4239-B0A2-F99A4B02E2C2,,,N,,,,,,,,,Active,,,,,
193,FA0000198,Do not use - Duplicate Westview Elementary,1300.0,,Roseanna,Dr,,7209725680.0,,,,   1300RoseannaDrNorthglenn,9642,,,,,OW0000211,,,,N,1300 Roseanna Dr ,1300 Roseanna Drive,,Northglenn,CO,80234,63,1.0,,,1300 Roseanna Drive,,,Northglenn,CO,80234,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725699.0,Amy.Bruce@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8913437244,-105.0043308396,,,,,,,,9E608CDF-E077-4A96-B6D0-C03D0CE88CC4,,,N,,,,,,,,,Inactive,,,,,
194,FA0000199,Willis A Tarver Elementary,3500.0,,Summit Grove,Pkwy,,7209725649.0,,,,   3500Summit GrovePkwyThornton,9641,,,,,OW0000211,,,,N,3500 Summit Grove Pkwy ,3500 Summit Grove Parkway,,Thornton,CO,80241,54,1.0,,,3500 Summit Grove Parkway,,,Thornton,CO,80241,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,tru003902@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.971855,-104.8181,,,,,,,,E79DE274-78D2-4775-A3CB-171307891E32,,,N,,,,,,,,,Active,,,,,
195,FA0000200,Do not use - Duplicate Woodglen Elementary,11717.0,,Madison,St,,7209725700.0,,,,  11717MadisonStThornton,9632,,,,,OW0000211,,,,N,11717 Madison St ,11717 N Madison Street,,Thornton,CO,80233,63,1.0,,,11717 N Madison Street,,,Thornton,CO,80233,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725719.0,BarbaraA.Matthews@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9084228456,-104.9460783845,,,,,,,,CE9FF943-6C23-4E87-84C5-9F855B947702,,,N,,,,,,,,,Inactive,,,,,
196,FA0000201,Do not use - Duplicate Woodglen Elementary/ After School Program,11717.0,,Madison,St,,7209725709.0,,,,  11717MadisonStThornton,9632,,,,,OW0000211,,,,N,11717 Madison St ,11717 N Madison Street,,Thornton,CO,80233,52,1.0,,,11717 N Madison Street,,,Thornton,CO,80233,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725719.0,dro012014@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.914001,-105.051079,,,,,,,,2780039F-08BE-4AB0-ABFD-94F658377D44,,,N,,,,,,,,,Active,,,,,
197,FA0000202,Northglenn High School,601.0,W,100th,Pl,,,,,,    601W100thPlNorthglenn,11190,,,,,OW0000211,,,,N,601 W 100th Pl ,601 W 100th Place,,Northglenn,CO,80233,56,1.0,,,601 W 100th Place,,,Northglenn,CO,80233,,O,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,mil005191@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.785191,-104.904335,,,,,,,,B4E6FFE3-FF21-473B-8262-D1C5FAADBF4A,,,N,,,,,,,,,Active,,,,,
198,FA0000203,Thornton High School,9351.0,,Washington,St,,,,,,   9351WashingtonStThornton,9639,,,,,OW0000211,,,,N,9351 Washington St ,9351 Washington Street,,Thornton,CO,80229,54,1.0,,,9351 Washington Street,,,Thornton,CO,80229,,,,,,,,,,,,,2.0,,3,,,,,,,2.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,Janette.Walters@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.986729,-104.791611,,,,,,,,1065C98E-B9C1-4D50-974E-3B791AF06BF6,,,N,,,,,,,,,Active,,,,,
199,FA0000204,Use FA0000113 Hunters Glenn Preschool,13222.0,,Corona,St,,7209728761.0,,,,  13222CoronaStThornton,9660,,,,,OW0000211,,,,N,13222 Corona St ,,,Thornton,CO,80241,53,1.0,,,13222 Corona St,,,Thornton,CO,80241,,M,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9364624023,-104.9718933105,,,,,,,,9DC737B2-6083-4720-899B-5BFA9BE41937,,,N,,,,,,,,,Active,,,,GeoCodedByAddress,
200,FA0000205,Do not use Duplicate - Coronado Hills Tyke Preschool,8300.0,,Downing,Dr,,7209727011.0,,,,   8300DowningDrDenver,9638,,,,,OW0000211,,,,N,8300 Downing Dr ,8300 Downing Drive,,Denver,CO,80229,51,1.0,,,8300 Downing Drive,,,Denver,CO,80229,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725339.0,ven02357@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.883877,-105.025002,,,,,,,,86206B0C-1AB5-473F-AB0D-D5A805A02D65,,,N,,,,,,,,,Active,,,,,
201,FA0000206,Do not use - Duplicate Malley Elementary/ Preschool,1300.0,,Malley,Dr,,7209723468.0,,,,   1300MalleyDrNorthglenn,9637,,,,,OW0000211,,,,N,1300 Malley Dr ,1300 Malley Drive,,Northglenn,CO,80233,52,1.0,,,1300 Malley Drive,,,Northglenn,CO,80233,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725499.0,wes007222@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.914139,-104.999428,,,,,,,,BCA54EE7-7B9B-4BA0-8011-58984B7E7CA3,,,N,,,,,,,,,Active,,,,,
202,FA0000207,Do not use Duplicate - North Mor Elementary Preschool,9580.0,,Damon,Dr,,7209726241.0,,,,   9580DamonDrNorthglenn,9636,,,,,OW0000211,,,,N,9580 Damon Dr ,9580 Damon Drive,,Northglenn,CO,80260,55,1.0,,,9580 Damon Drive,,,Northglenn,CO,80260,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725559.0,her002037@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.881199,-104.806099,,,,,,,,6B395D0D-69B0-4492-BFA1-C4C39354824F,,,N,,,,,,,,,Active,,,,,
203,FA0000208,Do not use - Duplicate North Star Elementary Preschool,8740.0,,Northstar,Dr,,7209728111.0,,,,   8740NorthstarDrThornton,9635,,,,,OW0000211,,,,N,8740 Northstar Dr ,8740 Northstar Drive,,Thornton,CO,80260,52,1.0,,,8740 Northstar Drive,,,Thornton,CO,80260,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725579.0,blu004614@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.914253,-104.987152,,,,,,,,710C765B-25D9-46D2-8706-FB4AF4C858AB,,,N,,,,,,,,,Active,,,,,
204,FA0000209,Do not use - Duplicate Riverdale Elementary/ Preschool,10724.0,,Elm,Dr,,7209725598.0,,,,  10724ElmDrThornton,9634,,,,,OW0000211,,,,N,10724 Elm Dr ,10724 Elm Drive,,Thornton,CO,80233,55,1.0,,,10724 Elm Drive,,,Thornton,CO,80233,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725599.0,kristen.golden@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.884262,-104.788818,,,,,,,,F041796F-C707-484D-9E8F-A3D5959333DD,,,N,,,,,,,,,Active,,,,,
205,FA0000210,Do not use - Duplicate Studio School Preschool,10604.0,,Grant,Dr,,7209723659.0,,,,  10604GrantDrNorthglenn,9633,,,,,OW0000211,,,,N,10604 Grant Dr ,10604 Grant Drive,,Northglenn,CO,80233,52,1.0,,,10604 Grant Drive,,,Northglenn,CO,80233,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209726019.0,eric.sellstrom@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8884561066,-104.9826909865,,,,,,,,AAC8F9A1-AE07-45AE-BC10-8687B4864492,,,N,,,,,,,,,Inactive,,,,,
206,FA0000211,Do not use - Duplicate Woodglen Preschool,11717.0,,Madison,St,,7209728719.0,,,,  11717MadisonStThornton,9632,,,,,OW0000211,,,,N,11717 Madison St ,11717 N Madison Street,,Thornton,CO,80233,52,1.0,,,11717 N Madison Street,,,Thornton,CO,80233,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,7209725719.0,dro012014@adams12.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.914001,-104.98233,,,,,,,,A02F7B22-A94A-429C-847F-60FB8075D897,,,N,,,,,,,,,Active,,,,,
207,FA0000212,School District 12 Warehouse,1500.0,E,128th,Ave,,7209726109.0,,,,   1500E128thAveThornton,10949,,,,,OW0000211,,,,N,1500 E 128th Ave ,1500 E 128th Avenue ,,Thornton,CO,80241,54,1.0,,,1500 E 128th Avenue,,,Thornton,CO,80241,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-03 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9284230008,-104.9672411922,,,,,,,,074D5785-32FD-435A-AFEE-27A9A9580C7E,,,N,,,,,,,,,Inactive,,,,,
208,FA0000213,Do not use - Duplicate Central Elementary,6450.0,,Holly,St,,3038535609.0,,,,   6450HollyStCommerce City,9613,,,,,OW0000243,,,,N,6450 Holly St ,6450 Holly Street,,Commerce City,CO,80022,52,1.0,,,6450 Holly Street,,,Commerce City,CO,80022,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-04 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032870328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.899963,-104.99511,,,,,,,,9731CEEA-EB63-4303-A816-F2CDB04D4F69,,,N,,,,,,,,,Active,,,,,
209,FA0000214,Do not use Duplicate - Fred Hanson Elementary/ Preschool,7133.0,E,73rd,Ave,,3038535809.0,,,,   7133E73rdAveCommerce City,11310,,,,,OW0000243,,,,N,7133 E 73rd Ave ,7133 E 73rd Avenue ,,Commerce City,CO,80022,51,1.0,,,7133 E 73rd Avenue,,,Commerce City,CO,80022,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-04 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032885578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.849064,-104.99453,,,,,,,,024B83D3-E20C-4B38-B668-9A20074B13C1,,,N,,,,,,,,,Active,,,,,
210,FA0000215,Do not use - Duplicate Kemp Elementary Preschool,6775.0,,Oneida,St,,7202886633.0,,,,   6775OneidaStCommerce City,9609,,,,,OW0000243,,,,N,6775 Oneida St ,,,Commerce City,CO,80022,52,1.0,,,6775 Oneida St,,,Commerce City,CO,80022,,,,,,,,,,,,,2.0,,3,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-04 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032886634.0,mmascare@adams14.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.914402,-104.994766,,,,,,,,292F4D11-F694-4F94-A029-77773FDB57BE,,,N,,,,,,,,,Active,,,,,
211,FA0000216,Do not use - Duplicate Rose Hill Elementary Preschool,6900.0,E,58th,Ave,,3038535981.0,,,,   6900E58thAveCommerce City,11413,,,,,OW0000243,,,,N,6900 E 58th Ave ,6900 E 58th Avenue,,Commerce City,CO,80022,50,1.0,,,6900 E 58th Avenue,,,Commerce City,CO,80022,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-04 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,3032870164.0,samara.williams@adams14.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.834015,-104.987427,,,,,,,,62394F49-C815-48D3-B3F9-9B0F27337D9D,,,N,,,,,,,,,Active,,,,,
212,FA0000217,Paragon Dining Service,500.0,,Airport,Blvd,,7203235109.0,,,,    500AirportBlvdAurora         ,9393,,,,,OW0007085,,,,N,500 Airport Blvd ,,,Aurora         ,CO,80011,25,3.0,,,441 Wadsworth Blvd Ste 230,,Micky Negreanu,Lakewood,CO,80226,,O,,,,,,,,,,,2.0,,3,,,,,,,3.0,,,,,,,,1.0,1.0,,,6.0,,2016-09-13 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,USA,,,2017-10-27 17:49:39.833,,,,,,,,,3033261277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.723648,-104.791,,,,,,,,5F5375CD-9E0F-4348-B629-29BF8DB1D923,,,N,,,,,,,,,Active,S5HPNTSCZA,S80,AS0,,
213,FA0000220,Adams County Food Distribution Center,7111.0,E,56th,Ave,,,,,,   7111E56thAveCommerce City,11414,,,,,OW0000228,,,,N,7111 E 56th Ave ,7111 E 56th Avenue ,,Commerce City,CO,80022,53,1.0,,,7111 E 56th Avenue,,,Commerce City,CO,80022,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,2013-10-07 00:00:00.000,N,2013-07-03 00:00:00.000,DSCHOME\,2017-10-27 00:00:00.000,TCHD.ORG\hadams,,,,2017-10-27 17:49:39.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7984375464,-104.9050709791,,,,,,,,01C608D0-1BE9-41B5-A9CF-5CD8B4936E4B,,,N,,,,,,,,,Inactive,,,,,
